method,target,target_type,metric,value,n_masked,repeat,mask_seed,mechanism,mask_rate
random_forest,followup_status,categorical,macro_recall,1.0,4,1,20260725,mar,0.2
random_forest,followup_status,categorical,macro_f1,1.0,4,1,20260725,mar,0.2
gradient_boosting,iop,continuous,mae,1.6014678153407473,2,1,20260725,mar,0.2
gradient_boosting,iop,continuous,rmse,1.7090906799877774,2,1,20260725,mar,0.2
gradient_boosting,visual_acuity,continuous,mae,0.1099178772291422,4,1,20260725,mar,0.2
gradient_boosting,visual_acuity,continuous,rmse,0.12487934781434666,4,1,20260725,mar,0.2
gradient_boosting,diagnosis,categorical,accuracy,1.0,7,1,20260725,mar,0.2
gradient_boosting,diagnosis,categorical,macro_precision,1.0,7,1,20260725,mar,0.2
gradient_boosting,diagnosis,categorical,macro_recall,1.0,7,1,20260725,mar,0.2
gradient_boosting,diagnosis,categorical,macro_f1,1.0,7,1,20260725,mar,0.2
gradient_boosting,followup_status,categorical,accuracy,1.0,4,1,20260725,mar,0.2
gradient_boosting,followup_status,categorical,macro_precision,1.0,4,1,20260725,mar,0.2
gradient_boosting,followup_status,categorical,macro_recall,1.0,4,1,20260725,mar,0.2
gradient_boosting,followup_status,categorical,macro_f1,1.0,4,1,20260725,mar,0.2
plain_vae,iop,continuous,mae,0.8783097458497338,2,1,20260725,mar,0.2
plain_vae,iop,continuous,rmse,0.9583605388750626,2,1,20260725,mar,0.2
plain_vae,visual_acuity,continuous,mae,0.14426408395776727,4,1,20260725,mar,0.2
plain_vae,visual_acuity,continuous,rmse,0.1524380582970363,4,1,20260725,mar,0.2
plain_vae,diagnosis,categorical,accuracy,1.0,7,1,20260725,mar,0.2
plain_vae,diagnosis,categorical,macro_precision,1.0,7,1,20260725,mar,0.2
plain_vae,diagnosis,categorical,macro_recall,1.0,7,1,20260725,mar,0.2
plain_vae,diagnosis,categorical,macro_f1,1.0,7,1,20260725,mar,0.2
plain_vae,followup_status,categorical,accuracy,1.0,4,1,20260725,mar,0.2
plain_vae,followup_status,categorical,macro_precision,1.0,4,1,20260725,mar,0.2
plain_vae,followup_status,categorical,macro_recall,1.0,4,1,20260725,mar,0.2
plain_vae,followup_status,categorical,macro_f1,1.0,4,1,20260725,mar,0.2
sa_vae,iop,continuous,mae,0.31999893277945635,2,1,20260725,mar,0.2
sa_vae,iop,continuous,rmse,0.43222017230723947,2,1,20260725,mar,0.2
sa_vae,visual_acuity,continuous,mae,0.14544911146303952,4,1,20260725,mar,0.2
sa_vae,visual_acuity,continuous,rmse,0.18881523717340906,4,1,20260725,mar,0.2
sa_vae,diagnosis,categorical,accuracy,1.0,7,1,20260725,mar,0.2
sa_vae,diagnosis,categorical,macro_precision,1.0,7,1,20260725,mar,0.2
sa_vae,diagnosis,categorical,macro_recall,1.0,7,1,20260725,mar,0.2
sa_vae,diagnosis,categorical,macro_f1,1.0,7,1,20260725,mar,0.2
sa_vae,followup_status,categorical,accuracy,1.0,4,1,20260725,mar,0.2
sa_vae,followup_status,categorical,macro_precision,1.0,4,1,20260725,mar,0.2
sa_vae,followup_status,categorical,macro_recall,1.0,4,1,20260725,mar,0.2
sa_vae,followup_status,categorical,macro_f1,1.0,4,1,20260725,mar,0.2
plain_vae_structured,iop,continuous,mae,0.4183067388523005,2,1,20260725,mar,0.2
plain_vae_structured,iop,continuous,rmse,0.4542543415344354,2,1,20260725,mar,0.2
plain_vae_structured,visual_acuity,continuous,mae,0.15808073167398473,4,1,20260725,mar,0.2
plain_vae_structured,visual_acuity,continuous,rmse,0.17258631280681785,4,1,20260725,mar,0.2
plain_vae_structured,diagnosis,categorical,accuracy,1.0,7,1,20260725,mar,0.2
plain_vae_structured,diagnosis,categorical,macro_precision,1.0,7,1,20260725,mar,0.2
plain_vae_structured,diagnosis,categorical,macro_recall,1.0,7,1,20260725,mar,0.2
plain_vae_structured,diagnosis,categorical,macro_f1,1.0,7,1,20260725,mar,0.2
plain_vae_structured,followup_status,categorical,accuracy,1.0,4,1,20260725,mar,0.2
plain_vae_structured,followup_status,categorical,macro_precision,1.0,4,1,20260725,mar,0.2
plain_vae_structured,followup_status,categorical,macro_recall,1.0,4,1,20260725,mar,0.2
plain_vae_structured,followup_status,categorical,macro_f1,1.0,4,1,20260725,mar,0.2
sa_vae_structured,iop,continuous,mae,0.8752154868159341,2,1,20260725,mar,0.2
sa_vae_structured,iop,continuous,rmse,0.897123388518019,2,1,20260725,mar,0.2
sa_vae_structured,visual_acuity,continuous,mae,0.1357651115513248,4,1,20260725,mar,0.2
sa_vae_structured,visual_acuity,continuous,rmse,0.1678917250689834,4,1,20260725,mar,0.2
sa_vae_structured,diagnosis,categorical,accuracy,1.0,7,1,20260725,mar,0.2
sa_vae_structured,diagnosis,categorical,macro_precision,1.0,7,1,20260725,mar,0.2
sa_vae_structured,diagnosis,categorical,macro_recall,1.0,7,1,20260725,mar,0.2
sa_vae_structured,diagnosis,categorical,macro_f1,1.0,7,1,20260725,mar,0.2
sa_vae_structured,followup_status,categorical,accuracy,1.0,4,1,20260725,mar,0.2
sa_vae_structured,followup_status,categorical,macro_precision,1.0,4,1,20260725,mar,0.2
sa_vae_structured,followup_status,categorical,macro_recall,1.0,4,1,20260725,mar,0.2
sa_vae_structured,followup_status,categorical,macro_f1,1.0,4,1,20260725,mar,0.2
mean_mode,iop,continuous,mae,2.8548745726780203,4,0,20260724,mnar,0.2
mean_mode,iop,continuous,rmse,3.259472759143298,4,0,20260724,mnar,0.2
mean_mode,visual_acuity,continuous,mae,0.06142217104526456,5,0,20260724,mnar,0.2
mean_mode,visual_acuity,continuous,rmse,0.07705717164052261,5,0,20260724,mnar,0.2
mean_mode,diagnosis,categorical,accuracy,0.5,2,0,20260724,mnar,0.2
mean_mode,diagnosis,categorical,macro_precision,0.25,2,0,20260724,mnar,0.2
mean_mode,diagnosis,categorical,macro_recall,0.5,2,0,20260724,mnar,0.2
mean_mode,diagnosis,categorical,macro_f1,0.3333333333333333,2,0,20260724,mnar,0.2
mean_mode,followup_status,categorical,accuracy,0.2,5,0,20260724,mnar,0.2
mean_mode,followup_status,categorical,macro_precision,0.06666666666666667,5,0,20260724,mnar,0.2
mean_mode,followup_status,categorical,macro_recall,0.3333333333333333,5,0,20260724,mnar,0.2
mean_mode,followup_status,categorical,macro_f1,0.1111111111111111,5,0,20260724,mnar,0.2
knn,iop,continuous,mae,2.6504046310613663,4,0,20260724,mnar,0.2
knn,iop,continuous,rmse,2.7589994755910623,4,0,20260724,mnar,0.2
knn,visual_acuity,continuous,mae,0.08531008871359227,5,0,20260724,mnar,0.2
knn,visual_acuity,continuous,rmse,0.1262964971091159,5,0,20260724,mnar,0.2
knn,diagnosis,categorical,accuracy,1.0,2,0,20260724,mnar,0.2
knn,diagnosis,categorical,macro_precision,1.0,2,0,20260724,mnar,0.2
knn,diagnosis,categorical,macro_recall,1.0,2,0,20260724,mnar,0.2
knn,diagnosis,categorical,macro_f1,1.0,2,0,20260724,mnar,0.2
knn,followup_status,categorical,accuracy,0.8,5,0,20260724,mnar,0.2
knn,followup_status,categorical,macro_precision,0.5,5,0,20260724,mnar,0.2
knn,followup_status,categorical,macro_recall,0.6666666666666666,5,0,20260724,mnar,0.2
knn,followup_status,categorical,macro_f1,0.5555555555555555,5,0,20260724,mnar,0.2
random_forest,iop,continuous,mae,2.009795522609939,4,0,20260724,mnar,0.2
random_forest,iop,continuous,rmse,2.3050196574307282,4,0,20260724,mnar,0.2
random_forest,visual_acuity,continuous,mae,0.12712349146708687,5,0,20260724,mnar,0.2
random_forest,visual_acuity,continuous,rmse,0.13936500584462683,5,0,20260724,mnar,0.2
random_forest,diagnosis,categorical,accuracy,1.0,2,0,20260724,mnar,0.2
random_forest,diagnosis,categorical,macro_precision,1.0,2,0,20260724,mnar,0.2
random_forest,diagnosis,categorical,macro_recall,1.0,2,0,20260724,mnar,0.2
random_forest,diagnosis,categorical,macro_f1,1.0,2,0,20260724,mnar,0.2
random_forest,followup_status,categorical,accuracy,0.8,5,0,20260724,mnar,0.2
random_forest,followup_status,categorical,macro_precision,0.5,5,0,20260724,mnar,0.2
random_forest,followup_status,categorical,macro_recall,0.6666666666666666,5,0,20260724,mnar,0.2
random_forest,followup_status,categorical,macro_f1,0.5555555555555555,5,0,20260724,mnar,0.2
gradient_boosting,iop,continuous,mae,2.121299515313297,4,0,20260724,mnar,0.2
gradient_boosting,iop,continuous,rmse,2.2590150406346834,4,0,20260724,mnar,0.2
gradient_boosting,visual_acuity,continuous,mae,0.11778253930205032,5,0,20260724,mnar,0.2
gradient_boosting,visual_acuity,continuous,rmse,0.12706932752888528,5,0,20260724,mnar,0.2
gradient_boosting,diagnosis,categorical,accuracy,1.0,2,0,20260724,mnar,0.2
gradient_boosting,diagnosis,categorical,macro_precision,1.0,2,0,20260724,mnar,0.2
gradient_boosting,diagnosis,categorical,macro_recall,1.0,2,0,20260724,mnar,0.2
gradient_boosting,diagnosis,categorical,macro_f1,1.0,2,0,20260724,mnar,0.2
gradient_boosting,followup_status,categorical,accuracy,0.8,5,0,20260724,mnar,0.2
gradient_boosting,followup_status,categorical,macro_precision,0.5,5,0,20260724,mnar,0.2
gradient_boosting,followup_status,categorical,macro_recall,0.6666666666666666,5,0,20260724,mnar,0.2
gradient_boosting,followup_status,categorical,macro_f1,0.5555555555555555,5,0,20260724,mnar,0.2
plain_vae,iop,continuous,mae,1.4643928975259106,4,0,20260724,mnar,0.2
plain_vae,iop,continuous,rmse,1.9269679918584388,4,0,20260724,mnar,0.2
plain_vae,visual_acuity,continuous,mae,0.09727797665881108,5,0,20260724,mnar,0.2
plain_vae,visual_acuity,continuous,rmse,0.12968472800061764,5,0,20260724,mnar,0.2
plain_vae,diagnosis,categorical,accuracy,1.0,2,0,20260724,mnar,0.2
plain_vae,diagnosis,categorical,macro_precision,1.0,2,0,20260724,mnar,0.2
plain_vae,diagnosis,categorical,macro_recall,1.0,2,0,20260724,mnar,0.2
plain_vae,diagnosis,categorical,macro_f1,1.0,2,0,20260724,mnar,0.2
plain_vae,followup_status,categorical,accuracy,0.8,5,0,20260724,mnar,0.2
plain_vae,followup_status,categorical,macro_precision,0.5,5,0,20260724,mnar,0.2
plain_vae,followup_status,categorical,macro_recall,0.6666666666666666,5,0,20260724,mnar,0.2
plain_vae,followup_status,categorical,macro_f1,0.5555555555555555,5,0,20260724,mnar,0.2
sa_vae,iop,continuous,mae,1.9243280358294053,4,0,20260724,mnar,0.2
sa_vae,iop,continuous,rmse,2.250806810938529,4,0,20260724,mnar,0.2
sa_vae,visual_acuity,continuous,mae,0.12216068055892035,5,0,20260724,mnar,0.2
sa_vae,visual_acuity,continuous,rmse,0.16455681162020958,5,0,20260724,mnar,0.2
sa_vae,diagnosis,categorical,accuracy,1.0,2,0,20260724,mnar,0.2
sa_vae,diagnosis,categorical,macro_precision,1.0,2,0,20260724,mnar,0.2
sa_vae,diagnosis,categorical,macro_recall,1.0,2,0,20260724,mnar,0.2
sa_vae,diagnosis,categorical,macro_f1,1.0,2,0,20260724,mnar,0.2
sa_vae,followup_status,categorical,accuracy,0.8,5,0,20260724,mnar,0.2
sa_vae,followup_status,categorical,macro_precision,0.5,5,0,20260724,mnar,0.2
sa_vae,followup_status,categorical,macro_recall,0.6666666666666666,5,0,20260724,mnar,0.2
sa_vae,followup_status,categorical,macro_f1,0.5555555555555555,5,0,20260724,mnar,0.2
plain_vae_structured,iop,continuous,mae,1.8883754546924294,4,0,20260724,mnar,0.2
plain_vae_structured,iop,continuous,rmse,2.11407620348702,4,0,20260724,mnar,0.2
plain_vae_structured,visual_acuity,continuous,mae,0.09627167901745083,5,0,20260724,mnar,0.2
plain_vae_structured,visual_acuity,continuous,rmse,0.12283176160366031,5,0,20260724,mnar,0.2
plain_vae_structured,diagnosis,categorical,accuracy,1.0,2,0,20260724,mnar,0.2
plain_vae_structured,diagnosis,categorical,macro_precision,1.0,2,0,20260724,mnar,0.2
plain_vae_structured,diagnosis,categorical,macro_recall,1.0,2,0,20260724,mnar,0.2
plain_vae_structured,diagnosis,categorical,macro_f1,1.0,2,0,20260724,mnar,0.2
plain_vae_structured,followup_status,categorical,accuracy,0.8,5,0,20260724,mnar,0.2
plain_vae_structured,followup_status,categorical,macro_precision,0.5,5,0,20260724,mnar,0.2
plain_vae_structured,followup_status,categorical,macro_recall,0.6666666666666666,5,0,20260724,mnar,0.2
plain_vae_structured,followup_status,categorical,macro_f1,0.5555555555555555,5,0,20260724,mnar,0.2
sa_vae_structured,iop,continuous,mae,1.5998448343195397,4,0,20260724,mnar,0.2
sa_vae_structured,iop,continuous,rmse,1.868974513310011,4,0,20260724,mnar,0.2
sa_vae_structured,visual_acuity,continuous,mae,0.12169660514208949,5,0,20260724,mnar,0.2
sa_vae_structured,visual_acuity,continuous,rmse,0.1649081801661038,5,0,20260724,mnar,0.2
sa_vae_structured,diagnosis,categorical,accuracy,1.0,2,0,20260724,mnar,0.2
sa_vae_structured,diagnosis,categorical,macro_precision,1.0,2,0,20260724,mnar,0.2
sa_vae_structured,diagnosis,categorical,macro_recall,1.0,2,0,20260724,mnar,0.2
sa_vae_structured,diagnosis,categorical,macro_f1,1.0,2,0,20260724,mnar,0.2
sa_vae_structured,followup_status,categorical,accuracy,0.8,5,0,20260724,mnar,0.2
sa_vae_structured,followup_status,categorical,macro_precision,0.5,5,0,20260724,mnar,0.2
sa_vae_structured,followup_status,categorical,macro_recall,0.6666666666666666,5,0,20260724,mnar,0.2
sa_vae_structured,followup_status,categorical,macro_f1,0.5555555555555555,5,0,20260724,mnar,0.2
mean_mode,iop,continuous,mae,2.314158724556586,2,1,20260725,mnar,0.2
mean_mode,iop,continuous,rmse,2.4098171913366557,2,1,20260725,mnar,0.2
mean_mode,visual_acuity,continuous,mae,0.09490076040912578,3,1,20260725,mnar,0.2
mean_mode,visual_acuity,continuous,rmse,0.15781446930282067,3,1,20260725,mnar,0.2
mean_mode,diagnosis,categorical,accuracy,0.2857142857142857,7,1,20260725,mnar,0.2
mean_mode,diagnosis,categorical,macro_precision,0.07142857142857142,7,1,20260725,mnar,0.2
mean_mode,diagnosis,categorical,macro_recall,0.25,7,1,20260725,mnar,0.2
mean_mode,diagnosis,categorical,macro_f1,0.1111111111111111,7,1,20260725,mnar,0.2
mean_mode,followup_status,categorical,accuracy,0.3333333333333333,6,1,20260725,mnar,0.2
mean_mode,followup_status,categorical,macro_precision,0.1111111111111111,6,1,20260725,mnar,0.2
mean_mode,followup_status,categorical,macro_recall,0.3333333333333333,6,1,20260725,mnar,0.2
mean_mode,followup_status,categorical,macro_f1,0.16666666666666666,6,1,20260725,mnar,0.2
knn,iop,continuous,mae,1.4846358970961102,2,1,20260725,mnar,0.2
knn,iop,continuous,rmse,1.6635191753322836,2,1,20260725,mnar,0.2
knn,visual_acuity,continuous,mae,0.11186089909278348,3,1,20260725,mnar,0.2
knn,visual_acuity,continuous,rmse,0.11696524655155069,3,1,20260725,mnar,0.2
knn,diagnosis,categorical,accuracy,1.0,7,1,20260725,mnar,0.2
knn,diagnosis,categorical,macro_precision,1.0,7,1,20260725,mnar,0.2
knn,diagnosis,categorical,macro_recall,1.0,7,1,20260725,mnar,0.2
knn,diagnosis,categorical,macro_f1,1.0,7,1,20260725,mnar,0.2
knn,followup_status,categorical,accuracy,0.8333333333333334,6,1,20260725,mnar,0.2
knn,followup_status,categorical,macro_precision,0.5555555555555555,6,1,20260725,mnar,0.2
knn,followup_status,categorical,macro_recall,0.6666666666666666,6,1,20260725,mnar,0.2
knn,followup_status,categorical,macro_f1,0.6,6,1,20260725,mnar,0.2
random_forest,iop,continuous,mae,2.4836283588581205,2,1,20260725,mnar,0.2
random_forest,iop,continuous,rmse,2.871856290998617,2,1,20260725,mnar,0.2
random_forest,visual_acuity,continuous,mae,0.13238721209867316,3,1,20260725,mnar,0.2
random_forest,visual_acuity,continuous,rmse,0.15088951555842484,3,1,20260725,mnar,0.2
random_forest,diagnosis,categorical,accuracy,1.0,7,1,20260725,mnar,0.2
random_forest,diagnosis,categorical,macro_precision,1.0,7,1,20260725,mnar,0.2
random_forest,diagnosis,categorical,macro_recall,1.0,7,1,20260725,mnar,0.2
random_forest,diagnosis,categorical,macro_f1,1.0,7,1,20260725,mnar,0.2
random_forest,followup_status,categorical,accuracy,0.8333333333333334,6,1,20260725,mnar,0.2
random_forest,followup_status,categorical,macro_precision,0.5555555555555555,6,1,20260725,mnar,0.2
random_forest,followup_status,categorical,macro_recall,0.6666666666666666,6,1,20260725,mnar,0.2
random_forest,followup_status,categorical,macro_f1,0.6,6,1,20260725,mnar,0.2
gradient_boosting,iop,continuous,mae,2.2074248225081474,2,1,20260725,mnar,0.2
gradient_boosting,iop,continuous,rmse,2.513880211440405,2,1,20260725,mnar,0.2
gradient_boosting,visual_acuity,continuous,mae,0.12917702180777527,3,1,20260725,mnar,0.2
gradient_boosting,visual_acuity,continuous,rmse,0.14102101521224203,3,1,20260725,mnar,0.2
gradient_boosting,diagnosis,categorical,accuracy,1.0,7,1,20260725,mnar,0.2
gradient_boosting,diagnosis,categorical,macro_precision,1.0,7,1,20260725,mnar,0.2
gradient_boosting,diagnosis,categorical,macro_recall,1.0,7,1,20260725,mnar,0.2
gradient_boosting,diagnosis,categorical,macro_f1,1.0,7,1,20260725,mnar,0.2
gradient_boosting,followup_status,categorical,accuracy,0.8333333333333334,6,1,20260725,mnar,0.2
gradient_boosting,followup_status,categorical,macro_precision,0.5555555555555555,6,1,20260725,mnar,0.2
gradient_boosting,followup_status,categorical,macro_recall,0.6666666666666666,6,1,20260725,mnar,0.2
gradient_boosting,followup_status,categorical,macro_f1,0.6,6,1,20260725,mnar,0.2
plain_vae,iop,continuous,mae,2.160912812825689,2,1,20260725,mnar,0.2
plain_vae,iop,continuous,rmse,2.340520628597453,2,1,20260725,mnar,0.2
plain_vae,visual_acuity,continuous,mae,0.13720502671978604,3,1,20260725,mnar,0.2
plain_vae,visual_acuity,continuous,rmse,0.15975465829322408,3,1,20260725,mnar,0.2
plain_vae,diagnosis,categorical,accuracy,1.0,7,1,20260725,mnar,0.2
plain_vae,diagnosis,categorical,macro_precision,1.0,7,1,20260725,mnar,0.2
plain_vae,diagnosis,categorical,macro_recall,1.0,7,1,20260725,mnar,0.2
plain_vae,diagnosis,categorical,macro_f1,1.0,7,1,20260725,mnar,0.2
plain_vae,followup_status,categorical,accuracy,0.8333333333333334,6,1,20260725,mnar,0.2
plain_vae,followup_status,categorical,macro_precision,0.5555555555555555,6,1,20260725,mnar,0.2
plain_vae,followup_status,categorical,macro_recall,0.6666666666666666,6,1,20260725,mnar,0.2
plain_vae,followup_status,categorical,macro_f1,0.6,6,1,20260725,mnar,0.2
sa_vae,iop,continuous,mae,1.2370857148355636,2,1,20260725,mnar,0.2
sa_vae,iop,continuous,rmse,1.7288000507563277,2,1,20260725,mnar,0.2
sa_vae,visual_acuity,continuous,mae,0.18468915444644285,3,1,20260725,mnar,0.2
sa_vae,visual_acuity,continuous,rmse,0.2132776927453944,3,1,20260725,mnar,0.2
sa_vae,diagnosis,categorical,accuracy,1.0,7,1,20260725,mnar,0.2
sa_vae,diagnosis,categorical,macro_precision,1.0,7,1,20260725,mnar,0.2
sa_vae,diagnosis,categorical,macro_recall,1.0,7,1,20260725,mnar,0.2
sa_vae,diagnosis,categorical,macro_f1,1.0,7,1,20260725,mnar,0.2
sa_vae,followup_status,categorical,accuracy,0.8333333333333334,6,1,20260725,mnar,0.2
sa_vae,followup_status,categorical,macro_precision,0.5555555555555555,6,1,20260725,mnar,0.2
sa_vae,followup_status,categorical,macro_recall,0.6666666666666666,6,1,20260725,mnar,0.2
sa_vae,followup_status,categorical,macro_f1,0.6,6,1,20260725,mnar,0.2
plain_vae_structured,iop,continuous,mae,0.783809645069077,2,1,20260725,mnar,0.2
plain_vae_structured,iop,continuous,rmse,0.8061333721914804,2,1,20260725,mnar,0.2
plain_vae_structured,visual_acuity,continuous,mae,0.15178855535091354,3,1,20260725,mnar,0.2
plain_vae_structured,visual_acuity,continuous,rmse,0.1702796878192842,3,1,20260725,mnar,0.2
plain_vae_structured,diagnosis,categorical,accuracy,0.8571428571428571,7,1,20260725,mnar,0.2
plain_vae_structured,diagnosis,categorical,macro_precision,0.6666666666666666,7,1,20260725,mnar,0.2
plain_vae_structured,diagnosis,categorical,macro_recall,0.75,7,1,20260725,mnar,0.2
plain_vae_structured,diagnosis,categorical,macro_f1,0.7,7,1,20260725,mnar,0.2
plain_vae_structured,followup_status,categorical,accuracy,0.8333333333333334,6,1,20260725,mnar,0.2
plain_vae_structured,followup_status,categorical,macro_precision,0.5555555555555555,6,1,20260725,mnar,0.2
plain_vae_structured,followup_status,categorical,macro_recall,0.6666666666666666,6,1,20260725,mnar,0.2
plain_vae_structured,followup_status,categorical,macro_f1,0.6,6,1,20260725,mnar,0.2
sa_vae_structured,iop,continuous,mae,0.8746886030956276,2,1,20260725,mnar,0.2
sa_vae_structured,iop,continuous,rmse,0.8967253199587629,2,1,20260725,mnar,0.2
sa_vae_structured,visual_acuity,continuous,mae,0.19377894267477172,3,1,20260725,mnar,0.2
sa_vae_structured,visual_acuity,continuous,rmse,0.22418752977747558,3,1,20260725,mnar,0.2
sa_vae_structured,diagnosis,categorical,accuracy,1.0,7,1,20260725,mnar,0.2
sa_vae_structured,diagnosis,categorical,macro_precision,1.0,7,1,20260725,mnar,0.2
sa_vae_structured,diagnosis,categorical,macro_recall,1.0,7,1,20260725,mnar,0.2
sa_vae_structured,diagnosis,categorical,macro_f1,1.0,7,1,20260725,mnar,0.2
sa_vae_structured,followup_status,categorical,accuracy,0.8333333333333334,6,1,20260725,mnar,0.2
sa_vae_structured,followup_status,categorical,macro_precision,0.5555555555555555,6,1,20260725,mnar,0.2
sa_vae_structured,followup_status,categorical,macro_recall,0.6666666666666666,6,1,20260725,mnar,0.2
sa_vae_structured,followup_status,categorical,macro_f1,0.6,6,1,20260725,mnar,0.2
